start	end	text
483640	489480	private key. So if that digital signature decrypts with Alice's public key, what that proves is
490040	498200	authenticity. Bob knows the message came from Alice. Now the next thing Bob needs to do is he wants to
498200	503560	actually see if there's integrity. So what he has to do is he has to hash the message that
503560	509000	he received. And he needs to compare the hash value that he's just calculated to the hash value
509000	515000	that he received in the message from Alice. And if those hash values match, Bob will know that
515000	521560	the message had integrity. And when you have integrity and authenticity, then you have non-repidiation
521560	528520	of origin. Alice cannot deny that she sent the message because Bob knows it came from Alice,
528520	534280	and he knows the message has integrity. So he knows the message came from Alice, and he knows
534280	540120	the message has not been changed. Therefore, Alice cannot deny non-repidiation of origin that she
540200	547720	sent the message. So that's how we use digital signatures. Okay, now that we understand digital
547720	554120	signatures, let's replay the scenario over again. But instead of attaching just a hash value to the
554120	561000	message, instead I'm going to attach a digital signature. So I'm going to write the message,
561000	565480	and then I'm going to create a digital signature, only two steps involved. I'm going to hash the
566200	570840	message, producing a message digest, and then I'm going to encrypt that message digest with my
571560	577480	private key. And I'm going to attach that digital signature to the message. And then what I'm
577480	583720	going to do is I'm going to forward that message and send that message over to Nigel. Now my
583720	588680	malicious munchkin here being the malicious individual that she is is going to continue to be malicious.
588680	593960	She's going to intercept the message. So she's going to intercept the message.
594760	602040	And now, can she read the message? Yes, digital signatures do not provide confidentiality.
603000	608040	So she can read the message. She can even modify the message, but here's the really important
608040	614600	question. Can she change my digital signature? So she wanted to modify the message and then
615560	623560	modify the hash value inside of my digital signature. Can she do that? No. Because in order to be
623560	631400	able to modify a digital signature, she would need my private key. And I never share my private key
631400	637480	with anyone under any circumstances. And so even though my malicious munchkin here can intercept
637480	643480	the message, and she can read the message, and she can modify the message, she cannot modify
643560	650200	my digital signature. So she could modify the message and forward it on to Nigel, but Nigel would
650200	655240	know because he's not able to modify my digital signature. So when he gets the message, he would
655880	660920	hash the message, he would decrypt my digital signature, and he would compare the hash value
660920	666200	in my digital signature to the hash value that he just calculated, and they will be different.
666200	670360	They won't match. And therefore, he will know the message has been modified.
671160	675560	So by using digital signatures for preventing my little malicious munchkin here, our attacker
676200	681640	from modifying the hash value. Now, there's one other scenario you might be thinking about here,
681640	688360	and that is what if my malicious little munchkin here rather than trying to change my digital signature?
688360	693400	What if she just stripped off my digital signature and attached her own digital signature?
693400	698920	So she could modify the message, she could calculate a new hash value, she could then encrypt that
698920	704040	hash value with her private key, creating her own digital signature, and the hash value in her
704040	709320	digital signature is going to match the message. So she could do all of that, and then she could
709320	715240	forward it on to Nigel. But here's the problem with that. As soon as Nigel receives the message,
715240	720360	he's going to try and decrypt the digital signature attached to it with my public key.
721640	726360	And if it's a digital signature that's been created by my little malicious munchkin with her
726360	733000	private key, it is not going to decrypt with my public key. So Nigel, the receiver is going to know
733480	737800	that this is not my digital signature, he's going to know that this message didn't come from me,
737800	743000	he's going to know it doesn't have authenticity. So this is how digital signatures solve the problem
743000	748440	of a man in the middle, a malicious munchkin in the middle, intercepting a message and modifying
748440	754040	the message and just replacing the hash value. And so remember, digital signatures provide integrity,
754040	759960	authenticity, and non-repediation. The final piece that we need to cover here is what can we use
759960	763400	digital signatures for beyond just what we've already talked about with sending a message?
764120	768280	Well, it can actually be used for all sorts of different things. They can be used for code signing,
768280	772360	like we talked about earlier, so that you can know who some code came from, and that that code
772360	778840	hadn't been modified and trans it. You can even use them for signing documents. There's
779080	785400	many countries jurisdictions in the world that actually have laws on the books that allow you to
785400	791720	use digital signatures to sign legal documents. And in fact, a digital signature is a lot more
791720	797880	trustworthy than an actual signature, because a digital like an actual signature is not impossible to
797880	805240	forge, but to forge a digital signature. What would you need? He would need the sender's private key.
805240	808600	And as long as they've done a very good job of protecting that private key,
808600	821160	it's basically impossible to forge a digital signature. So that's digital signatures.
