start	end	text
415000	426000	And then it's your crypto systems job, your local systems job, to then search through that entire list of revoked certificates to see if the one that you're interested in has, in fact, be revoked, be revoked.
426000	430000	So this is not a very efficient process. This is kind of the older way of doing it.
430000	436000	The other method is OCSP online certificate status protocol. And this is the newer way of doing this.
436000	444000	And the way it works is your system will query the certificate authority and say, for this particular certificate that I have, has it being revoked.
444000	451000	And the CA will reply with a simple yes or no. It has been revoked or not. So OCSP is the newer, far more efficient method.
451000	458000	But the reason that we still talk about CRL is that there's a lot of older systems that don't support this new OCSP protocol that only supports CRL.
458000	462000	So it's still commonly used to this day.
462000	470000	Now, one major problem with this whole process is that it's still to an extent relies on user's awareness and knowledge.
470000	475000	Because you may have had this happen. You'll go to some website. Maybe it's a slightly sketchy website. Not going to ask why you're there.
475000	482000	You'll go to a website and you'll see a really scary pop up like this on like a red background. It'll say this certificate has been revoked.
482000	490000	It looks super scary. And unfortunately, what our users can still sometimes do is still click on a button that says, yeah, yeah, I proceed.
490000	496000	Should they be clipping on this button? Should you ever go to a website whose certificate has been revoked? Absolutely not.
496000	501000	And thankfully browsers in the last couple of years have started to address this problem.
501000	507000	Most modern browsers now Chrome as an example. They don't even give you the button to proceed anymore.
507000	516000	But that is still a failing in the system where it's still relies on the users to an extent understanding what a revoked certificate actually means and why that's a problem.
516000	522000	Now, there's one final concept that we're going to talk about here. And that is certificate pinning.
522000	530000	So what is certificate pinning? Well, to explain this, let's think about if you're going to a website like, say, Amazon.com, how do you get their certificate?
530000	535000	We're going to talk about this in a lot more detail in the networking section when we talk about the SSL protocol.
535000	544000	But for now, if you go to a website like say, Amazon.com, the web server will send you the certificates, the server's certificate.
544000	550000	And so your browser will get a copy of the server's certificate by requesting it. But there's a problem here.
550000	558000	What happens if we have a malicious person in the middle, a baddie here? When we first request a certificate from the server,
558000	566000	if there happens to be a baddie performing a man in the middle attack, a problem that might happen here is that the baddie might not send a server's true certificate.
566000	571000	The baddie here might send a spoofed certificate. And that's a real problem here.
571000	576000	So the way a possible way of dealing with this is what's known as certificate pinning.
576000	585000	And the idea behind certificate pinning is that when you know you have a certificate that you trust, you never go out and actually ask for a new certificate from say Amazon.com.
586000	594000	And there's two major ways that your system might pin or say there's a certificate I trust. Therefore, I'm not going to ask for a new one.
594000	607000	One, the best way of doing certificate pinning is that when an application is first created that needs to go in request a certificate, you actually code that you actually add the certificate into the application when it's created.
608000	616000	And so if the application already has the certificate pinned to the application, there's absolutely no need to go and ask the server for the certificate.
616000	624000	So that's the most secure way of doing certificate pinning. The other option is the very first time that you ask for a certificate from say Amazon.com.
624000	630000	You pin that certificate and then every subsequent time that you go to the server, you don't ask for a new certificate.
630000	639000	Either way, fundamentally, what is certificate pinning about? Well, it's this idea that if there's no key distribution through digital certificates, then there's no distribution problems.
639000	643000	There's no security risk of having a man in the middle attack. So that's certificate pinning.
