start	end	text
250000	253000	And then 1 equals 1. Is 1 equal to 1?
253000	255000	Yes.
255000	256000	So that'll return true.
256000	258000	We'll see that in a moment as well.
258000	261000	And then the last really bit tricky part here is this dash dash.
261000	264000	In SQL code, what does dash dash mean?
264000	267000	It means everything after this is a comment.
267000	270000	So the database is going to ignore everything after this.
270000	272000	This end statement, this password BBB.
272000	274000	It's going to ignore all of that.
274000	277000	And so here's how the database actually interprets this statement.
277000	280000	It's going to say where users false.
280000	282000	There's probably no matching username.
282000	285000	OR is 1 equal to 1?
285000	287000	Yes, that's true. So OR true.
287000	289000	And then the rest of this is a comment.
289000	290000	So it ignores it.
290000	294000	And so what this statement ends up being understood as is,
294000	297000	select from users where true.
297000	300000	Because OR statements, if either side of the OR statement is true,
300000	301000	it returns true.
301000	307000	So this statement, no matter what you put in for a username, returns true.
307000	310000	And half, if the database returns true to the web server,
310000	312000	what's the web server going to think?
312000	316000	The web server is going to think this is an authenticated user.
316000	318000	And it might let the user into the system.
318000	321000	So this is a very simple example of SQL injection.
321000	323000	But it highlights essentially how it works.
323000	327000	And that is, the web server passes unauthenticated,
327000	331000	unvalidated data directly to the database server.
331000	333000	And there is the answer you should also be looking for.
333000	336000	How do we reduce the risk of SQL injection?
336000	340000	Well, we should never, ever, ever just take you direct user input
340000	343000	and pass it directly to the database.
343000	346000	So the answer, you can, you will often get very complicated questions
346000	349000	on the exam related to SQL injection.
349000	352000	The answer boils down to a very simple thing.
352000	355000	We have to validate our user's input.
355000	357000	We have to sanitize our user's input.
357000	360000	Any word that you find that indicates that you're cleaning up
360000	364000	removing special characters, sanitizing, validating user input
364000	369000	is how we reduce or how we eliminate the problem of SQL injection.
369000	373000	The other type of question you might see on the exam related to SQL
373000	377000	is they might ask you what are some examples of SQL injection.
377000	379000	And they'll give you some different lines of code.
379000	382000	They might show you some C sharp and some Java, whatever.
382000	384000	So you should be able to recognize what SQL code looks like.
384000	386000	So I don't think you need to memorize all these commands.
386000	389000	Just memorize kind of the, what they look like.
389000	391000	So you've got commands like create, alter, drop, truncate.
391000	394000	This is how we create tables and so forth.
394000	396000	You've got select, search, inserts, updates.
396000	400000	This is how we enter, modify, read data from a database.
400000	403000	You've got things like grant and revoke, creating users,
403000	405000	and then commits and rollbacks and save points
405000	406000	as well backing up the data.
406000	408000	So if you see any of these types of commands,
408000	410000	this is going to be SQL code.
410000	412000	And here's a few examples of SQL code.
412000	413000	So what would this return?
413000	416000	Select star from users.
416000	419000	This would return all of the data in the user's table.
419000	421000	Hey, what about this one?
421000	425000	Insert into the users, user ID, password, values, rob, pass 1, 2, 3.
425000	427000	What's this statement do?
428000	430000	Creates a new entry.
430000	433000	Creates a new user with user name rob and password.
433000	435000	So just create a new user account for myself.
435000	436000	What about this one?
436000	438000	Drop accounts receivable.
438000	440000	Well, that's just a jerk move.
440000	442000	That just deletes the entire table in the database.
442000	445000	So if you get questions asking you what are examples
445000	448000	of SQL code, SQL injection, it has to be SQL code.
448000	450000	So look for stuff like this.
450000	452000	Now, turns out there are actually comics out there
452000	454000	about SQL injection.
454000	455000	Here's one of them.
455000	457000	Little Bobby tables by XKCD.
457000	459000	Brilliant comic.
459000	461000	I'll give you a moment to read this.
469000	471000	Before I show you this picture,
471000	473000	I want you to promise you're going to try this at home, OK?
473000	474000	So I'd like you to print out,
474000	477000	tape this in front of your car, and try this at home, OK?
477000	479000	What's this one do?
479000	481000	The idea behind this one, and by the way,
481000	482000	do not try this at home.
483000	485000	The idea behind this one is if you were to tape
485000	486000	this in front of your car,
486000	489000	and then drive through a speed trap at 200 miles per hour,
489000	492000	the speed trap is going to take a picture of the front of your car.
492000	494000	And those speed trap systems are designed
494000	496000	to read your license plate number.
496000	501000	They have OCR software, optical character recognition software,
501000	503000	that's meant to read your license plate,
503000	506000	and store that data, look up that data in the database.
506000	511000	So the idea here is it might read this bit of SQL code
511000	514000	and SQL injection code here, and crash the police database
514000	515000	or something like that.
515000	517000	So obviously don't try that at home.
517000	518000	SQL injection.
